batter,season,balls_faced,runs_scored,fours,sixes,dot_balls,powerplay_runs,middle_runs,death_runs,powerplay_balls,middle_balls,death_balls,times_dismissed,matches,strike_rate,average,boundary_pct,death_strike_rate
N Rana,2019,235,344,27,21,94,56,225,63,55,150,30,10,11,146.38,34.40,20.43,210.00
N Rana,2020/21,254,352,43,12,102,120,178,54,102,126,26,13,14,138.58,27.08,21.65,207.69
N Rana,2021,314,383,34,17,128,105,209,69,95,169,50,13,16,121.97,29.46,16.24,138.00
N Rana,2022,251,361,29,22,100,83,231,47,61,162,28,13,14,143.82,27.77,20.32,167.86
N Rana,2023,293,413,39,20,111,94,269,50,71,193,29,13,14,140.96,31.77,20.14,172.41
N Rana,2024,34,42,5,1,14,12,30,0,14,20,0,2,2,123.53,21.00,17.65,0.00
N Saini,2012,141,140,16,0,65,80,53,7,84,49,8,10,10,99.29,14.00,11.35,87.50
N Wadhera,2023,166,241,23,12,62,20,144,77,18,106,42,9,10,145.18,26.78,21.08,183.33
N Wadhera,2024,84,109,9,6,34,1,86,22,3,68,13,6,6,129.76,18.17,17.86,169.23
Naman Dhir,2024,79,140,12,10,29,38,45,57,35,19,25,6,7,177.22,23.33,27.85,228.00
Navdeep Saini,2019,4,2,0,0,2,0,2,0,1,3,0,1,2,50.00,2.00,0.00,0.00
Navdeep Saini,2020/21,27,27,3,0,11,0,1,26,0,2,25,1,3,100.00,27.00,11.11,104.00
Navdeep Saini,2021,4,2,0,0,2,0,2,0,0,4,0,1,1,50.00,2.00,0.00,0.00
Navdeep Saini,2022,2,2,0,0,1,0,0,2,0,0,2,1,1,100.00,2.00,0.00,100.00
Naveen-ul-Haq,2023,21,16,2,0,11,0,1,15,0,5,16,1,3,76.19,16.00,9.52,93.75
Naveen-ul-Haq,2024,4,2,0,0,3,0,0,2,0,0,4,0,1,50.00,2.00,0.00,50.00
ND Doshi,2011,13,0,0,0,13,0,0,0,0,0,13,1,1,0.00,0.00,0.00,0.00
Nithish Kumar Reddy,2024,212,303,15,21,73,37,213,53,40,142,30,9,11,142.92,33.67,16.98,176.67
NJ Maddinson,2014,14,16,3,0,9,16,0,0,14,0,0,2,2,114.29,8.00,21.43,0.00
NJ Maddinson,2015,7,4,1,0,6,4,0,0,7,0,0,1,1,57.14,4.00,14.29,0.00
NJ Rimmington,2011,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
NK Patel,2007/08,81,103,13,1,31,35,31,37,34,25,22,2,4,127.16,51.50,17.28,168.18
NK Patel,2009,38,18,1,0,25,10,8,0,21,17,0,2,2,47.37,9.00,2.63,0.00
NL McCullum,2011,22,26,0,1,7,0,6,20,0,5,17,1,2,118.18,26.00,4.55,117.65
NLTC Perera,2011,27,23,4,0,17,14,8,1,10,13,4,2,2,85.19,11.50,14.81,25.00
NLTC Perera,2012,9,4,0,0,5,0,0,4,0,1,8,1,2,44.44,4.00,0.00,50.00
NLTC Perera,2013,165,235,12,14,52,6,82,147,6,60,99,10,14,142.42,23.50,15.76,148.48
NLTC Perera,2015,15,12,0,1,8,0,12,0,0,15,0,2,2,80.00,6.00,6.67,0.00
NLTC Perera,2016,93,150,7,11,30,0,35,115,0,28,65,7,10,161.29,21.43,19.35,176.92
NM Coulter-Nile,2013,6,9,0,1,2,0,0,9,0,0,6,1,1,150.00,9.00,16.67,150.00
NM Coulter-Nile,2015,18,20,2,1,10,0,4,16,0,8,10,3,5,111.11,6.67,16.67,160.00
NM Coulter-Nile,2016,14,9,1,0,8,0,5,4,0,8,6,0,2,64.29,9.00,7.14,66.67
NM Coulter-Nile,2017,12,14,0,2,8,0,0,14,0,0,12,3,3,116.67,4.67,16.67,116.67
NM Coulter-Nile,2020/21,15,25,4,0,5,0,0,25,0,0,15,1,2,166.67,25.00,26.67,166.67
NM Coulter-Nile,2021,5,4,0,0,2,0,0,4,0,0,5,2,2,80.00,2.00,0.00,80.00
NM Coulter-Nile,2022,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
Noor Ahmad,2023,9,8,1,0,4,0,1,7,0,3,6,2,3,88.89,4.00,11.11,116.67
Noor Ahmad,2024,9,5,1,0,7,0,0,5,0,0,9,2,2,55.56,2.50,11.11,55.56
NS Naik,2016,31,23,1,0,14,0,11,12,0,12,19,2,2,74.19,11.50,3.23,63.16
NS Naik,2019,16,7,1,0,12,7,0,0,16,0,0,1,1,43.75,7.00,6.25,0.00
NS Naik,2020/21,3,1,0,0,2,0,0,1,0,0,3,1,1,33.33,1.00,0.00,33.33
NT Ellis,2021,16,18,0,1,5,0,0,18,0,0,16,1,2,112.50,18.00,6.25,112.50
NT Ellis,2023,7,1,0,0,6,0,0,1,0,5,2,2,2,14.29,0.50,0.00,50.00
NV Ojha,2009,144,168,11,11,73,76,79,13,79,57,8,7,8,116.67,24.00,15.28,162.50
NV Ojha,2009/10,285,377,42,15,120,208,122,47,167,92,26,11,14,132.28,34.27,20.00,180.77
NV Ojha,2011,161,160,11,11,93,92,33,35,100,42,19,13,14,99.38,12.31,13.66,184.21
NV Ojha,2012,224,255,21,13,111,77,122,56,92,89,43,11,16,113.84,23.18,15.18,130.23
NV Ojha,2013,10,9,1,0,4,0,9,0,0,9,1,1,2,90.00,9.00,10.00,0.00
NV Ojha,2014,161,232,14,17,64,34,103,95,31,78,52,6,10,144.10,38.67,19.25,182.69
NV Ojha,2015,121,137,12,4,49,0,87,50,3,87,31,9,11,113.22,15.22,13.22,161.29
NV Ojha,2016,138,136,7,5,62,7,59,70,10,62,66,9,13,98.55,15.11,8.70,106.06
NV Ojha,2017,65,79,2,3,20,0,35,44,0,21,44,4,5,121.54,19.75,7.69,100.00
NV Ojha,2018,4,1,0,0,3,0,0,1,0,0,4,1,1,25.00,1.00,0.00,25.00
OA Shah,2009/10,95,115,7,5,32,5,42,68,5,42,48,2,5,121.05,57.50,12.63,141.67
OA Shah,2011,15,26,1,2,3,0,0,26,0,0,15,1,2,173.33,26.00,20.00,173.33
OA Shah,2012,256,340,24,16,93,18,162,160,13,150,93,7,13,132.81,48.57,15.63,172.04
OA Shah,2013,23,25,2,0,5,0,10,15,0,8,15,2,2,108.70,12.50,8.70,100.00
OC McCoy,2022,5,8,0,1,2,0,0,8,0,0,5,0,1,160.00,8.00,20.00,160.00
OF Smith,2022,44,51,1,5,23,0,3,48,0,9,35,3,6,115.91,17.00,13.64,137.14
P Awana,2012,5,4,0,0,1,0,0,4,0,0,5,0,1,80.00,4.00,0.00,80.00
P Awana,2013,9,1,0,0,8,0,0,1,0,0,9,2,4,11.11,0.50,0.00,11.11
P Chopra,2018,6,8,2,0,4,0,8,0,0,6,0,1,1,133.33,8.00,33.33,0.00
P Dogra,2009/10,106,107,4,5,45,0,50,57,0,66,40,5,8,100.94,21.40,8.49,142.50
P Dogra,2012,24,15,0,0,11,0,4,11,0,10,14,2,3,62.50,7.50,0.00,78.57
P Dogra,2013,8,5,0,0,4,0,0,5,0,0,8,1,1,62.50,5.00,0.00,62.50
P Dubey,2020/21,13,7,0,0,7,0,0,7,0,0,13,0,1,53.85,7.00,0.00,53.85
P Dubey,2023,20,16,2,0,10,0,13,3,0,16,4,1,1,80.00,16.00,10.00,75.00
P Kumar,2007/08,98,112,10,6,51,6,33,73,5,36,57,9,12,114.29,12.44,16.33,128.07
P Kumar,2009,46,65,1,6,19,0,0,65,3,0,43,5,8,141.30,13.00,15.22,151.16
P Kumar,2009/10,8,4,0,0,5,0,1,3,0,2,6,2,3,50.00,2.00,0.00,50.00
P Kumar,2011,31,27,2,1,17,0,0,27,0,0,31,3,7,87.10,9.00,9.68,87.10
P Kumar,2012,30,35,2,1,11,0,0,35,0,0,30,2,7,116.67,17.50,10.00,116.67
P Kumar,2013,39,47,3,3,19,0,0,47,0,0,39,5,7,120.51,9.40,15.38,120.51
P Kumar,2014,2,1,0,0,1,0,0,1,0,0,2,1,1,50.00,1.00,0.00,50.00
P Kumar,2015,25,17,1,0,12,0,5,12,0,3,22,2,4,68.00,8.50,4.00,54.55
P Kumar,2016,26,24,3,0,12,0,1,23,0,4,22,4,6,92.31,6.00,11.54,104.55
P Kumar,2017,9,8,0,0,1,0,0,8,0,0,9,1,2,88.89,8.00,0.00,88.89
P Negi,2012,29,36,4,1,11,0,10,26,0,11,18,1,4,124.14,36.00,17.24,144.44
P Negi,2015,73,116,10,5,22,0,12,104,0,7,66,6,9,158.90,19.33,20.55,157.58
P Negi,2016,59,57,2,3,27,0,25,32,3,30,26,2,6,96.61,28.50,8.47,123.08
P Negi,2017,111,144,10,7,43,0,54,90,0,49,62,8,10,129.73,18.00,15.32,145.16
P Negi,2018,5,3,0,0,2,0,3,0,0,4,1,1,2,60.00,3.00,0.00,0.00
P Negi,2019,12,9,1,0,7,4,0,5,3,0,9,4,4,75.00,2.25,8.33,55.56
P Parameswaran,2011,1,1,0,0,0,0,0,1,0,0,1,0,1,100.00,1.00,0.00,100.00
P Parameswaran,2012,1,0,0,0,1,0,0,0,0,0,1,0,1,0.00,0.00,0.00,0.00
P Ray Barman,2019,24,19,2,0,11,0,19,0,0,23,1,1,1,79.17,19.00,8.33,0.00
P Sahu,2016,13,19,1,1,4,0,0,19,0,0,13,0,2,146.15,19.00,15.38,146.15
P Simran Singh,2019,17,16,1,1,10,0,1,15,0,6,11,1,1,94.12,16.00,11.76,136.36
P Simran Singh,2020/21,15,15,2,0,7,11,0,4,8,0,7,2,2,100.00,7.50,13.33,57.14
P Simran Singh,2021,23,19,1,1,13,19,0,0,23,0,0,2,2,82.61,9.50,8.70,0.00
P Simran Singh,2022,11,14,2,0,5,14,0,0,11,0,0,1,1,127.27,14.00,18.18,0.00
P Simran Singh,2023,238,358,38,19,104,219,105,34,154,68,16,14,14,150.42,25.57,23.95,212.50
P Simran Singh,2024,213,334,34,20,91,236,98,0,148,65,0,13,14,156.81,25.69,25.35,0.00
PA Patel,2007/08,297,302,42,3,148,198,104,0,199,98,0,11,13,101.68,27.45,15.15,0.00
PA Patel,2009,126,142,19,2,57,128,14,0,110,16,0,8,9,112.70,17.75,16.67,0.00
PA Patel,2009/10,79,72,6,2,37,29,33,10,42,27,10,4,4,91.14,18.00,10.13,100.00
PA Patel,2011,183,202,25,2,77,84,116,2,78,98,7,9,13,110.38,22.44,14.75,28.57
PA Patel,2012,165,194,19,4,64,109,71,14,94,57,14,11,12,117.58,17.64,13.94,100.00
PA Patel,2013,255,294,37,4,106,210,67,17,170,77,8,12,13,115.29,24.50,16.08,212.50
PA Patel,2014,185,205,30,1,89,130,56,19,126,51,8,9,12,110.81,22.78,16.76,237.50
PA Patel,2015,246,339,47,5,96,231,108,0,176,70,0,12,14,137.80,28.25,21.14,0.00
PA Patel,2016,152,177,23,4,71,94,72,11,97,48,7,10,10,116.45,17.70,17.76,157.14
PA Patel,2017,293,395,49,8,107,308,87,0,213,80,0,16,16,134.81,24.69,19.45,0.00
PA Patel,2018,109,153,20,4,41,118,35,0,78,31,0,5,6,140.37,30.60,22.02,0.00
PA Patel,2019,268,373,48,10,100,265,86,22,182,69,17,14,14,139.18,26.64,21.64,129.41
PA Reddy,2012,59,73,6,2,21,37,21,15,31,23,5,3,3,123.73,24.33,13.56,300.00
PA Reddy,2013,101,91,9,0,44,66,25,0,73,28,0,7,7,90.10,13.00,8.91,0.00
Pankaj Singh,2007/08,8,5,0,0,4,0,0,5,0,0,8,0,2,62.50,5.00,0.00,62.50
Pankaj Singh,2009,2,1,0,0,1,0,0,1,0,0,2,1,2,50.00,1.00,0.00,50.00
Pankaj Singh,2009/10,2,1,0,0,1,0,0,1,0,0,2,1,1,50.00,1.00,0.00,50.00
Parvez Rasool,2013,9,5,0,0,4,0,0,5,0,0,9,1,2,55.56,5.00,0.00,55.56
Parvez Rasool,2015,2,2,0,0,0,0,0,2,0,0,2,0,1,100.00,2.00,0.00,100.00
Parvez Rasool,2016,9,10,1,0,3,0,0,10,0,0,9,1,1,111.11,10.00,11.11,111.11
PBB Rajapaksa,2022,129,206,16,13,45,56,146,4,29,95,5,9,9,159.69,22.89,22.48,80.00
PBB Rajapaksa,2023,62,71,6,2,25,21,48,2,19,40,3,3,4,114.52,23.67,12.90,66.67
PC Valthaty,2009,12,6,1,0,9,6,0,0,11,1,0,2,2,50.00,3.00,8.33,0.00
PC Valthaty,2011,338,463,56,20,159,274,143,46,210,106,22,13,14,136.98,35.62,22.49,209.09
PC Valthaty,2012,51,30,4,0,35,30,0,0,51,0,0,6,6,58.82,5.00,7.84,0.00
PC Valthaty,2013,17,6,0,0,12,2,4,0,6,11,0,1,1,35.29,6.00,0.00,0.00
PD Collingwood,2009/10,156,203,9,13,57,26,96,81,19,92,45,4,7,130.13,50.75,14.10,180.00
PD Salt,2023,133,218,24,10,44,108,80,30,71,46,16,8,9,163.91,27.25,25.56,187.50
PD Salt,2024,239,435,50,24,84,296,134,5,160,76,3,11,12,182.01,39.55,30.96,166.67
PJ Cummins,2015,2,0,0,0,2,0,0,0,0,0,2,1,1,0.00,0.00,0.00,0.00
PJ Cummins,2017,53,77,5,4,18,0,18,59,1,14,38,5,8,145.28,15.40,16.98,155.26
PJ Cummins,2020/21,114,146,9,8,48,0,40,106,0,48,66,7,10,128.07,20.86,14.91,160.61
PJ Cummins,2021,56,93,5,8,23,0,18,75,0,13,43,3,5,166.07,31.00,23.21,174.42
PJ Cummins,2022,24,63,5,6,8,0,26,37,0,10,14,4,5,262.50,15.75,45.83,264.29
PJ Cummins,2024,95,136,9,8,36,0,43,93,0,24,71,5,10,143.16,27.20,17.89,130.99
PJ Sangwan,2007/08,5,2,0,0,4,0,0,2,0,0,5,2,2,40.00,1.00,0.00,40.00
PJ Sangwan,2009,10,6,0,0,5,0,0,6,0,0,10,1,4,60.00,6.00,0.00,60.00
PJ Sangwan,2009/10,14,10,0,0,5,0,4,6,0,9,5,0,2,71.43,10.00,0.00,120.00
PJ Sangwan,2013,2,4,1,0,1,0,0,4,0,0,2,0,1,200.00,4.00,50.00,200.00
PJ Sangwan,2017,4,2,0,0,2,0,0,2,0,0,4,2,3,50.00,1.00,0.00,50.00
PJ Sangwan,2022,5,2,0,0,3,0,0,2,0,0,5,1,1,40.00,2.00,0.00,40.00
PK Garg,2020/21,111,133,9,4,39,17,52,64,12,62,37,9,10,119.82,14.78,11.71,172.97
PK Garg,2021,74,72,2,3,27,0,72,0,5,68,1,5,5,97.30,14.40,6.76,0.00
PK Garg,2022,33,46,4,2,12,24,22,0,20,13,0,2,2,139.39,23.00,18.18,0.00
PK Garg,2023,23,22,1,0,8,10,11,1,14,7,2,2,2,95.65,11.00,4.35,50.00
PM Sarvesh Kumar,2007/08,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
PN Mankad,2022,1,4,1,0,0,0,0,4,0,0,1,0,1,400.00,4.00,100.00,400.00
PN Mankad,2023,72,93,12,2,29,45,34,14,38,24,10,3,4,129.17,31.00,19.44,140.00
PP Chawla,2007/08,59,90,10,3,23,0,12,78,0,15,44,4,7,152.54,22.50,22.03,177.27
PP Chawla,2009,36,31,3,0,18,0,6,25,0,6,30,3,8,86.11,10.33,8.33,83.33
PP Chawla,2009/10,60,62,7,0,23,0,8,54,0,11,49,5,6,103.33,12.40,11.67,110.20
PP Chawla,2011,55,48,2,2,26,0,15,33,0,26,29,3,6,87.27,16.00,7.27,113.79
PP Chawla,2012,88,106,9,4,33,0,28,78,0,28,60,8,12,120.45,13.25,14.77,130.00
PP Chawla,2013,57,64,5,3,26,0,30,34,0,24,33,6,10,112.28,10.67,14.04,103.03
PP Chawla,2014,19,31,4,1,6,0,0,31,0,2,17,2,5,163.16,15.50,26.32,182.35
PP Chawla,2015,47,54,5,2,20,0,22,32,0,19,28,4,7,114.89,13.50,14.89,114.29
PP Chawla,2016,26,27,4,0,13,15,4,8,13,8,5,3,3,103.85,9.00,15.38,160.00
PP Chawla,2017,6,2,0,0,4,0,1,1,0,1,5,1,1,33.33,2.00,0.00,20.00
PP Chawla,2018,34,27,1,1,16,0,11,16,0,15,19,4,5,79.41,6.75,5.88,84.21
PP Chawla,2019,37,42,4,2,19,0,8,34,0,11,26,3,5,113.51,14.00,16.22,130.77
PP Chawla,2021,2,0,0,0,2,0,0,0,0,0,2,1,1,0.00,0.00,0.00,0.00
PP Chawla,2023,22,25,1,1,8,0,8,17,0,5,17,2,4,113.64,12.50,9.09,100.00
PP Chawla,2024,15,15,1,1,8,0,3,12,0,6,9,4,6,100.00,3.75,13.33,133.33
PP Ojha,2007/08,4,2,0,0,2,0,0,2,0,0,4,1,3,50.00,2.00,0.00,50.00
PP Ojha,2009,7,1,0,0,6,0,0,1,0,2,5,3,4,14.29,0.33,0.00,20.00
PP Ojha,2009/10,8,3,0,0,6,0,0,3,0,0,8,3,3,37.50,1.00,0.00,37.50
PP Ojha,2012,14,4,0,0,9,0,0,4,0,0,14,1,3,28.57,4.00,0.00,28.57
PP Ojha,2013,4,2,0,0,2,0,0,2,0,0,4,1,3,50.00,2.00,0.00,50.00
PP Ojha,2014,8,4,0,0,4,0,0,4,0,0,8,0,3,50.00,4.00,0.00,50.00
PP Shaw,2018,160,245,27,10,58,182,63,0,118,42,0,8,9,153.13,30.63,23.13,0.00
PP Shaw,2019,264,353,45,9,104,221,102,30,173,72,19,15,16,133.71,23.53,20.45,157.89
PP Shaw,2020/21,167,228,27,8,70,156,72,0,125,42,0,13,13,136.53,17.54,20.96,0.00
PP Shaw,2021,301,479,56,18,97,353,126,0,206,93,2,14,15,159.14,34.21,24.58,0.00
PP Shaw,2022,185,283,37,10,75,217,66,0,144,41,0,10,10,152.97,28.30,25.41,0.00
PP Shaw,2023,85,106,16,1,36,78,28,0,65,20,0,8,8,124.71,13.25,20.00,0.00
PP Shaw,2024,121,198,30,5,43,140,58,0,88,33,0,8,8,163.64,24.75,28.93,0.00
PR Shah,2007/08,35,34,4,0,16,0,19,15,1,22,12,4,4,97.14,8.50,11.43,125.00
PR Shah,2009,51,53,4,2,25,30,11,12,30,12,9,3,4,103.92,17.67,11.76,133.33
PR Shah,2011,5,5,1,0,3,0,5,0,0,5,0,1,1,100.00,5.00,20.00,0.00
PSP Handscomb,2016,12,6,0,0,6,0,6,0,0,12,0,1,1,50.00,6.00,0.00,0.00
PV Tambe,2013,6,3,0,0,3,0,0,3,0,0,6,0,1,50.00,3.00,0.00,50.00
PV Tambe,2014,9,5,0,0,4,0,0,5,0,0,9,1,2,55.56,5.00,0.00,55.56
PV Tambe,2015,5,3,0,0,2,0,0,3,0,0,5,0,2,60.00,3.00,0.00,60.00
PV Tambe,2016,19,7,1,0,14,0,6,1,0,9,10,0,1,36.84,7.00,5.26,10.00
PVD Chameera,2022,28,43,3,3,12,0,0,43,0,0,28,3,7,153.57,14.33,21.43,153.57
PWH de Silva,2021,2,1,0,0,1,0,0,1,0,1,1,1,2,50.00,1.00,0.00,100.00
PWH de Silva,2022,43,38,4,1,24,0,17,21,0,23,20,7,7,88.37,5.43,11.63,105.00
PWH de Silva,2023,28,33,3,0,8,0,0,33,0,0,28,2,5,117.86,16.50,10.71,117.86
Q de Kock,2013,15,6,1,0,12,6,0,0,15,0,0,3,3,40.00,2.00,6.67,0.00
Q de Kock,2014,130,153,19,4,61,116,37,0,100,30,0,6,7,117.69,25.50,17.69,0.00
Q de Kock,2015,77,122,18,4,30,78,44,0,50,27,0,3,3,158.44,40.67,28.57,0.00
Q de Kock,2016,327,445,52,13,124,243,175,27,184,129,14,12,13,136.09,37.08,19.88,192.86
Q de Kock,2018,162,201,20,8,70,130,71,0,107,55,0,7,8,124.07,28.71,17.28,0.00
Q de Kock,2019,398,529,45,25,152,319,165,45,236,135,27,14,16,132.91,37.79,17.59,166.67
Q de Kock,2020/21,361,506,46,22,135,312,188,6,225,129,7,15,16,140.17,33.73,18.84,85.71
Q de Kock,2021,256,297,29,7,99,173,116,8,146,105,5,10,11,116.02,29.70,14.06,160.00
Q de Kock,2022,341,508,47,23,115,257,170,81,188,125,28,14,15,148.97,36.29,20.53,289.29
Q de Kock,2023,102,143,10,8,33,70,64,9,48,50,4,4,4,140.20,35.75,17.65,225.00
Q de Kock,2024,186,250,29,9,77,139,101,10,104,74,8,11,11,134.41,22.73,20.43,125.00
R Ashwin,2009,15,8,1,0,10,0,0,8,0,2,13,1,1,53.33,8.00,6.67,61.54
R Ashwin,2009/10,40,30,2,0,17,0,6,24,0,13,27,3,6,75.00,10.00,5.00,88.89
R Ashwin,2011,6,2,0,0,4,0,0,2,0,0,6,2,2,33.33,1.00,0.00,33.33
R Ashwin,2012,15,18,2,0,5,0,0,18,0,0,15,3,5,120.00,6.00,13.33,120.00
R Ashwin,2013,49,35,4,0,27,12,5,18,18,12,19,4,5,71.43,8.75,8.16,94.74
R Ashwin,2014,45,45,4,0,15,0,22,23,0,25,20,2,5,100.00,22.50,8.89,115.00
R Ashwin,2015,32,52,6,1,7,0,0,52,0,0,32,3,6,162.50,17.33,21.88,162.50
R Ashwin,2016,38,41,3,1,14,0,29,12,6,19,13,2,6,107.89,20.50,10.53,92.31
R Ashwin,2018,71,102,7,5,21,0,23,79,2,18,51,8,8,143.66,12.75,16.90,154.90
R Ashwin,2019,28,42,3,3,10,0,6,36,0,6,22,5,6,150.00,8.40,21.43,163.64
R Ashwin,2020/21,34,37,3,1,15,0,0,37,0,1,33,3,5,108.82,12.33,11.76,112.12
R Ashwin,2021,42,44,2,1,14,0,7,37,0,12,30,3,5,104.76,14.67,7.14,123.33
R Ashwin,2022,135,191,14,9,39,46,55,90,30,56,49,7,12,141.48,27.29,17.04,183.67
R Ashwin,2023,51,67,5,3,19,0,32,35,4,28,19,5,9,131.37,13.40,15.69,184.21
R Ashwin,2024,74,86,5,4,27,0,81,5,0,68,6,6,8,116.22,14.33,12.16,83.33
R Bhatia,2007/08,28,34,2,2,11,0,5,29,0,10,18,2,3,121.43,17.00,14.29,161.11
R Bhatia,2009,18,8,1,0,13,0,1,7,0,2,16,5,5,44.44,1.60,5.56,43.75
R Bhatia,2009/10,17,24,1,2,7,0,1,23,0,5,12,3,3,141.18,8.00,17.65,191.67
R Bhatia,2011,22,25,3,0,6,0,0,25,0,0,22,2,6,113.64,12.50,13.64,113.64
R Bhatia,2012,28,35,4,0,7,0,15,20,0,17,11,3,6,125.00,11.67,14.29,181.82
R Bhatia,2013,80,99,8,3,32,0,28,71,0,37,43,6,10,123.75,16.50,13.75,165.12
R Bhatia,2014,53,67,4,3,17,0,25,42,0,24,29,5,7,126.42,13.40,13.21,144.83
R Bhatia,2015,1,0,0,0,1,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00
R Bhatia,2016,20,34,1,2,3,0,0,34,0,0,20,1,5,170.00,34.00,15.00,170.00
R Bhatia,2017,17,16,0,1,7,0,16,0,0,17,0,1,1,94.12,16.00,5.88,0.00
R Bishnoi,2009,17,19,1,2,11,18,0,1,14,1,2,3,3,111.76,6.33,17.65,50.00
R Dhawan,2013,21,21,3,0,11,0,11,10,0,9,12,3,4,100.00,7.00,14.29,83.33
R Dhawan,2014,75,82,8,1,30,0,20,62,0,21,54,2,6,109.33,41.00,12.00,114.81
R Dhawan,2015,33,36,2,2,15,0,2,34,0,5,28,2,4,109.09,18.00,12.12,121.43
R Dhawan,2016,6,14,0,1,0,0,0,14,0,0,6,0,2,233.33,14.00,16.67,233.33
R Dhawan,2022,40,37,4,2,25,0,4,33,0,18,22,2,4,92.50,18.50,15.00,150.00
R Dhawan,2023,12,20,1,1,3,0,5,15,0,2,10,1,2,166.67,20.00,16.67,150.00
R Dravid,2007/08,298,371,35,11,103,37,221,113,46,194,58,13,14,124.50,28.54,15.44,194.83
R Dravid,2009,234,271,28,3,85,44,194,33,37,174,23,11,12,115.81,24.64,13.25,143.48
R Dravid,2009/10,199,256,34,3,71,94,147,15,79,110,10,9,11,128.64,28.44,18.59,150.00
R Dravid,2011,314,343,45,2,136,175,165,3,182,129,3,11,12,109.24,31.18,14.97,100.00
R Dravid,2012,412,462,63,4,186,323,124,15,265,136,11,15,16,112.14,30.80,16.26,136.36
R Dravid,2013,425,471,64,5,199,232,218,21,223,188,14,16,17,110.82,29.44,16.24,150.00
R McLaren,2009/10,69,66,7,0,29,12,30,24,18,31,20,3,7,95.65,22.00,10.14,120.00
R McLaren,2011,96,90,7,1,36,0,47,43,0,61,35,3,4,93.75,30.00,8.33,122.86
R McLaren,2013,6,3,0,0,4,0,1,2,0,3,3,2,2,50.00,1.50,0.00,66.67
R Ninan,2011,6,3,0,0,2,0,0,3,0,0,6,1,1,50.00,3.00,0.00,50.00
R Parag,2019,126,160,17,5,48,0,90,70,4,83,39,4,5,126.98,40.00,17.46,179.49
R Parag,2020/21,77,86,6,3,29,0,27,59,7,37,33,6,8,111.69,14.33,11.69,178.79
R Parag,2021,83,93,6,4,32,0,47,46,0,46,37,8,10,112.05,11.63,12.05,124.32
R Parag,2022,132,183,11,10,43,0,50,133,0,39,93,10,14,138.64,18.30,15.91,143.01
R Parag,2023,66,78,4,5,27,0,44,34,0,41,25,6,7,118.18,13.00,13.64,136.00
R Parag,2024,384,573,40,33,121,50,382,141,40,268,76,11,14,149.22,52.09,19.01,185.53
R Powell,2022,167,250,10,22,65,0,116,134,0,104,63,10,12,149.70,25.00,19.16,212.70
R Powell,2023,9,7,1,0,6,0,7,0,0,8,1,3,3,77.78,2.33,11.11,0.00
R Powell,2024,68,103,10,6,30,0,8,95,0,16,52,6,7,151.47,17.17,23.53,182.69
R Rampaul,2013,37,38,3,1,18,0,2,36,0,3,34,4,6,102.70,9.50,10.81,105.88
R Rampaul,2014,13,13,0,1,6,0,13,0,0,13,0,1,1,100.00,13.00,7.69,0.00
R Ravindra,2024,138,222,22,12,48,169,53,0,110,28,0,9,10,160.87,24.67,24.64,0.00
R Sai Kishore,2024,6,13,0,2,3,0,0,13,0,0,6,1,1,216.67,13.00,33.33,216.67
R Sanjay Yadav,2022,2,0,0,0,2,0,0,0,0,0,2,1,1,0.00,0.00,0.00,0.00
R Sathish,2009/10,96,112,11,0,32,0,53,59,0,56,40,6,10,116.67,18.67,11.46,147.50
R Sathish,2011,34,25,1,0,17,0,5,20,7,8,19,2,3,73.53,12.50,2.94,105.26
R Sathish,2013,77,109,9,5,28,0,42,67,0,35,42,5,8,141.56,21.80,18.18,159.52
R Sathish,2016,24,24,1,1,10,0,6,18,0,7,17,3,3,100.00,8.00,8.33,105.88
R Sharma,2009/10,26,29,3,1,15,0,0,29,0,0,26,3,4,111.54,9.67,15.38,111.54
R Sharma,2011,21,24,1,2,11,0,1,23,0,2,19,2,5,114.29,12.00,14.29,121.05
R Sharma,2012,11,2,0,0,10,0,0,2,0,0,11,3,4,18.18,0.67,0.00,18.18
R Sharma,2013,17,11,1,0,10,0,0,11,0,0,17,3,6,64.71,3.67,5.88,64.71
R Shepherd,2022,41,58,2,5,18,0,24,34,0,18,23,2,3,141.46,29.00,17.07,147.83
R Shepherd,2023,1,0,0,0,1,0,0,0,0,1,0,1,1,0.00,0.00,0.00,0.00
R Shepherd,2024,21,57,5,5,4,0,0,57,0,0,21,2,5,271.43,28.50,47.62,271.43
R Shukla,2013,2,1,0,0,1,0,0,1,0,0,2,0,1,50.00,1.00,0.00,50.00
R Shukla,2014,21,18,2,0,9,0,1,17,0,1,20,1,3,85.71,18.00,9.52,85.00
R Tewatia,2014,13,16,0,1,5,0,9,7,0,10,3,1,1,123.08,16.00,7.69,233.33
R Tewatia,2017,11,19,4,0,4,4,0,15,3,0,8,1,2,172.73,19.00,36.36,187.50
R Tewatia,2018,43,50,5,1,16,0,15,35,0,16,27,3,5,116.28,16.67,13.95,129.63
R Tewatia,2019,22,26,2,1,8,0,5,21,0,7,15,1,4,118.18,26.00,13.64,140.00
